stop_id,stop_name,date,expected_departure,actual_departure,passenger_count
00311532,Fury Road,2025-03-26,2025-03-26T18:22:00,2025-03-26T18:27:00,9
00662113,Cloverfield Lane,2025-03-26,2025-03-26T18:41:00,2025-03-26T18:39:00,6
00113147,Bradshaw Street,2025-03-26,2025-03-26T19:03:00,2025-03-26T19:00:00,10
00261521,Elm Street,2025-03-26,2025-03-26T19:07:00,2025-03-26T19:05:00,22
00113264,Ocean Avenue,2025-03-26,2025-03-26T19:12:00,2025-03-26T19:14:00,9
00115521,Jump Street,2025-03-26,2025-03-26T19:15:00,2025-03-26T19:17:00,28
00311532,Fury Road,2025-03-26,2025-03-26T19:22:00,2025-03-26T19:30:00,18
00662113,Cloverfield Lane,2025-03-26,2025-03-26T19:41:00,2025-03-26T19:39:00,5
00113147,Bradshaw Street,2025-03-26,2025-03-26T20:03:00,2025-03-26T19:59:00,15
00261521,Elm Street,2025-03-26,2025-03-26T20:07:00,2025-03-26T20:06:00,18
00113264,Ocean Avenue,2025-03-26,2025-03-26T20:12:00,2025-03-26T20:13:00,23
00115521,Jump Street,2025-03-26,2025-03-26T20:15:00,2025-03-26T20:19:00,1
00311532,Fury Road,2025-03-26,2025-03-26T20:22:00,2025-03-26T20:25:00,11
00662113,Cloverfield Lane,2025-03-26,2025-03-26T20:41:00,2025-03-26T20:39:00,7
00113147,Bradshaw Street,2025-03-26,2025-03-26T21:03:00,2025-03-26T21:05:00,9
00261521,Elm Street,2025-03-26,2025-03-26T21:07:00,2025-03-26T21:09:00,29
00113264,Ocean Avenue,2025-03-26,2025-03-26T21:12:00,2025-03-26T21:12:00,13
00115521,Jump Street,2025-03-26,2025-03-26T21:15:00,2025-03-26T21:19:00,7
00311532,Fury Road,2025-03-26,2025-03-26T21:22:00,2025-03-26T21:24:00,14
00662113,Cloverfield Lane,2025-03-26,2025-03-26T21:41:00,2025-03-26T21:41:00,8
00113147,Bradshaw Street,2025-03-27,2025-03-27T06:03:00,2025-03-27T06:02:00,1
00261521,Elm Street,2025-03-27,2025-03-27T06:07:00,2025-03-27T06:07:00,0
00113264,Ocean Avenue,2025-03-27,2025-03-27T06:12:00,2025-03-27T06:12:00,14
00115521,Jump Street,2025-03-27,2025-03-27T06:15:00,2025-03-27T06:18:00,9
00311532,Fury Road,2025-03-27,2025-03-27T06:22:00,2025-03-27T06:24:00,0
00662113,Cloverfield Lane,2025-03-27,2025-03-27T06:41:00,2025-03-27T06:39:00,4
00113147,Bradshaw Street,2025-03-27,2025-03-27T07:03:00,2025-03-27T07:00:00,30
00261521,Elm Street,2025-03-27,2025-03-27T07:07:00,none,0
00113264,Ocean Avenue,2025-03-27,2025-03-27T07:12:00,2025-03-27T07:13:00,45
00115521,Jump Street,2025-03-27,2025-03-27T07:15:00,2025-03-27T07:19:00,28
00311532,Fury Road,2025-03-27,2025-03-27T07:22:00,2025-03-27T07:29:00,7
00662113,Cloverfield Lane,2025-03-27,2025-03-27T07:41:00,2025-03-27T07:38:00,11
00113147,Bradshaw Street,2025-03-27,2025-03-27T08:03:00,2025-03-27T08:01:00,17
00261521,Elm Street,2025-03-27,2025-03-27T08:07:00,2025-03-27T08:08:00,57
00113264,Ocean Avenue,2025-03-27,2025-03-27T08:12:00,2025-03-27T08:12:00,36
00115521,Jump Street,2025-03-27,2025-03-27T08:15:00,2025-03-27T08:21:00,25
00311532,Fury Road,2025-03-27,2025-03-27T08:22:00,2025-03-27T08:29:00,11
00662113,Cloverfield Lane,2025-03-27,2025-03-27T08:41:00,2025-03-27T08:41:00,3
00113147,Bradshaw Street,2025-03-27,2025-03-27T09:03:00,2025-03-27T08:59:00,26
00261521,Elm Street,2025-03-27,2025-03-27T09:07:00,2025-03-27T09:08:00,60
00113264,Ocean Avenue,2025-03-27,2025-03-27T09:12:00,2025-03-27T09:12:00,39
00115521,Jump Street,2025-03-27,2025-03-27T09:15:00,2025-03-27T09:19:00,25
00311532,Fury Road,2025-03-27,2025-03-27T09:22:00,2025-03-27T09:26:00,12
00662113,Cloverfield Lane,2025-03-27,2025-03-27T09:41:00,2025-03-27T09:39:00,2
00113147,Bradshaw Street,2025-03-27,2025-03-27T10:03:00,2025-03-27T09:59:00,10
00261521,Elm Street,2025-03-27,2025-03-27T10:07:00,2025-03-27T10:09:00,19
00113264,Ocean Avenue,2025-03-27,2025-03-27T10:12:00,2025-03-27T10:11:00,28
00115521,Jump Street,2025-03-27,2025-03-27T10:15:00,2025-03-27T10:23:00,8
00311532,Fury Road,2025-03-27,2025-03-27T10:22:00,2025-03-27T10:26:00,13
00662113,Cloverfield Lane,2025-03-27,2025-03-27T10:41:00,2025-03-27T10:42:00,2
00113147,Bradshaw Street,2025-03-27,2025-03-27T11:03:00,2025-03-27T10:57:00,10
00261521,Elm Street,2025-03-27,2025-03-27T11:07:00,2025-03-27T11:08:00,34
00113264,Ocean Avenue,2025-03-27,2025-03-27T11:12:00,2025-03-27T11:14:00,27
00115521,Jump Street,2025-03-27,2025-03-27T11:15:00,2025-03-27T11:17:00,13
00311532,Fury Road,2025-03-27,2025-03-27T11:22:00,2025-03-27T11:27:00,8
00662113,Cloverfield Lane,2025-03-27,2025-03-27T11:41:00,2025-03-27T11:42:00,5
00113147,Bradshaw Street,2025-03-27,2025-03-27T12:03:00,2025-03-27T12:01:00,16
00261521,Elm Street,2025-03-27,2025-03-27T12:07:00,2025-03-27T12:08:00,30
00113264,Ocean Avenue,2025-03-27,2025-03-27T12:12:00,2025-03-27T12:14:00,16
00115521,Jump Street,2025-03-27,2025-03-27T12:15:00,2025-03-27T12:20:00,15
00311532,Fury Road,2025-03-27,2025-03-27T12:22:00,2025-03-27T12:23:00,4
00662113,Cloverfield Lane,2025-03-27,2025-03-27T12:41:00,2025-03-27T12:39:00,8
00113147,Bradshaw Street,2025-03-27,2025-03-27T13:03:00,2025-03-27T12:59:00,24
00261521,Elm Street,2025-03-27,2025-03-27T13:07:00,2025-03-27T13:08:00,28
00113264,Ocean Avenue,2025-03-27,2025-03-27T13:12:00,2025-03-27T13:11:00,27
00115521,Jump Street,2025-03-27,2025-03-27T13:15:00,2025-03-27T13:19:00,17
00311532,Fury Road,2025-03-27,2025-03-27T13:22:00,2025-03-27T13:27:00,6
00662113,Cloverfield Lane,2025-03-27,2025-03-27T13:41:00,2025-03-27T13:40:00,3
00113147,Bradshaw Street,2025-03-27,2025-03-27T14:03:00,2025-03-27T14:01:00,12
00261521,Elm Street,2025-03-27,2025-03-27T14:07:00,2025-03-27T14:07:00,35
00113264,Ocean Avenue,2025-03-27,2025-03-27T14:12:00,2025-03-27T14:12:00,24
00115521,Jump Street,2025-03-27,2025-03-27T14:15:00,2025-03-27T14:17:00,28
00311532,Fury Road,2025-03-27,2025-03-27T14:22:00,2025-03-27T14:29:00,13
00662113,Cloverfield Lane,2025-03-27,2025-03-27T14:41:00,2025-03-27T14:40:00,6
00113147,Bradshaw Street,2025-03-27,2025-03-27T15:03:00,2025-03-27T14:59:00,16
00261521,Elm Street,2025-03-27,2025-03-27T15:07:00,2025-03-27T15:10:00,37
00113264,Ocean Avenue,2025-03-27,2025-03-27T15:12:00,2025-03-27T15:11:00,24
00115521,Jump Street,2025-03-27,2025-03-27T15:15:00,2025-03-27T15:21:00,17
00311532,Fury Road,2025-03-27,2025-03-27T15:22:00,2025-03-27T15:27:00,1
00662113,Cloverfield Lane,2025-03-27,2025-03-27T15:41:00,2025-03-27T15:39:00,8
00113147,Bradshaw Street,2025-03-27,2025-03-27T16:03:00,2025-03-27T15:58:00,19
00261521,Elm Street,2025-03-27,2025-03-27T16:07:00,2025-03-27T16:11:00,44
00113264,Ocean Avenue,2025-03-27,2025-03-27T16:12:00,2025-03-27T16:14:00,32
00115521,Jump Street,2025-03-27,2025-03-27T16:15:00,2025-03-27T16:21:00,38
00311532,Fury Road,2025-03-27,2025-03-27T16:22:00,2025-03-27T16:28:00,8
00662113,Cloverfield Lane,2025-03-27,2025-03-27T16:41:00,2025-03-27T16:39:00,6
00113147,Bradshaw Street,2025-03-27,2025-03-27T17:03:00,2025-03-27T17:00:00,21
00261521,Elm Street,2025-03-27,2025-03-27T17:07:00,2025-03-27T17:08:00,40
00113264,Ocean Avenue,2025-03-27,2025-03-27T17:12:00,2025-03-27T17:10:00,38
00115521,Jump Street,2025-03-27,2025-03-27T17:15:00,2025-03-27T17:15:00,26
00311532,Fury Road,2025-03-27,2025-03-27T17:22:00,2025-03-27T17:29:00,3
00662113,Cloverfield Lane,2025-03-27,2025-03-27T17:41:00,2025-03-27T17:42:00,5
00113147,Bradshaw Street,2025-03-27,2025-03-27T18:03:00,2025-03-27T18:01:00,20
00261521,Elm Street,2025-03-27,2025-03-27T18:07:00,2025-03-27T18:07:00,44
00113264,Ocean Avenue,2025-03-27,2025-03-27T18:12:00,2025-03-27T18:11:00,12
00115521,Jump Street,2025-03-27,2025-03-27T18:15:00,2025-03-27T18:15:00,32
00311532,Fury Road,2025-03-27,2025-03-27T18:22:00,2025-03-27T18:30:00,5
00662113,Cloverfield Lane,2025-03-27,2025-03-27T18:41:00,2025-03-27T18:43:00,6
00113147,Bradshaw Street,2025-03-27,2025-03-27T19:03:00,2025-03-27T19:00:00,9
00261521,Elm Street,2025-03-27,2025-03-27T19:07:00,2025-03-27T19:10:00,38
00113264,Ocean Avenue,2025-03-27,2025-03-27T19:12:00,2025-03-27T19:15:00,29
00115521,Jump Street,2025-03-27,2025-03-27T19:15:00,2025-03-27T19:16:00,23
00311532,Fury Road,2025-03-27,2025-03-27T19:22:00,2025-03-27T19:23:00,9
00662113,Cloverfield Lane,2025-03-27,2025-03-27T19:41:00,2025-03-27T19:41:00,2
00113147,Bradshaw Street,2025-03-27,2025-03-27T20:03:00,2025-03-27T20:01:00,11
00261521,Elm Street,2025-03-27,2025-03-27T20:07:00,2025-03-27T20:10:00,11
00113264,Ocean Avenue,2025-03-27,2025-03-27T20:12:00,2025-03-27T20:13:00,20
00115521,Jump Street,2025-03-27,2025-03-27T20:15:00,2025-03-27T20:23:00,17
00311532,Fury Road,2025-03-27,2025-03-27T20:22:00,2025-03-27T20:25:00,12
00662113,Cloverfield Lane,2025-03-27,2025-03-27T20:41:00,2025-03-27T20:39:00,0
00113147,Bradshaw Street,2025-03-27,2025-03-27T21:03:00,2025-03-27T21:00:00,6
00261521,Elm Street,2025-03-27,2025-03-27T21:07:00,2025-03-27T21:05:00,30
00113264,Ocean Avenue,2025-03-27,2025-03-27T21:12:00,2025-03-27T21:13:00,15
00115521,Jump Street,2025-03-27,2025-03-27T21:15:00,2025-03-27T21:18:00,18
00311532,Fury Road,2025-03-27,2025-03-27T21:22:00,2025-03-27T21:26:00,5
00662113,Cloverfield Lane,2025-03-27,2025-03-27T21:41:00,2025-03-27T21:42:00,3
00113147,Bradshaw Street,2025-03-28,2025-03-28T06:03:00,2025-03-28T06:00:00,9
00261521,Elm Street,2025-03-28,2025-03-28T06:07:00,2025-03-28T06:10:00,21
00113264,Ocean Avenue,2025-03-28,2025-03-28T06:12:00,2025-03-28T06:14:00,15
00115521,Jump Street,2025-03-28,2025-03-28T06:15:00,2025-03-28T06:19:00,4
00311532,Fury Road,2025-03-28,2025-03-28T06:22:00,2025-03-28T06:25:00,7
00662113,Cloverfield Lane,2025-03-28,2025-03-28T06:41:00,2025-03-28T06:41:00,0
00113147,Bradshaw Street,2025-03-28,2025-03-28T07:03:00,2025-03-28T07:00:00,23
00261521,Elm Street,2025-03-28,2025-03-28T07:07:00,2025-03-28T07:07:00,58
00113264,Ocean Avenue,2025-03-28,2025-03-28T07:12:00,2025-03-28T07:11:00,45
00115521,Jump Street,2025-03-28,2025-03-28T07:15:00,2025-03-28T07:20:00,12
00311532,Fury Road,2025-03-28,2025-03-28T07:22:00,2025-03-28T07:29:00,10
00662113,Cloverfield Lane,2025-03-28,2025-03-28T07:41:00,2025-03-28T07:41:00,7
00113147,Bradshaw Street,2025-03-28,2025-03-28T08:03:00,2025-03-28T08:03:00,27
00261521,Elm Street,2025-03-28,2025-03-28T08:07:00,2025-03-28T08:09:00,48
00113264,Ocean Avenue,2025-03-28,2025-03-28T08:12:00,2025-03-28T08:15:00,35
00115521,Jump Street,2025-03-28,2025-03-28T08:15:00,2025-03-28T08:21:00,30
00311532,Fury Road,2025-03-28,2025-03-28T08:22:00,2025-03-28T08:23:00,17
00662113,Cloverfield Lane,2025-03-28,2025-03-28T08:41:00,2025-03-28T08:39:00,11
00113147,Bradshaw Street,2025-03-28,2025-03-28T09:03:00,2025-03-28T08:59:00,22
00261521,Elm Street,2025-03-28,2025-03-28T09:07:00,2025-03-28T09:09:00,46
00113264,Ocean Avenue,2025-03-28,2025-03-28T09:12:00,2025-03-28T09:15:00,35
00115521,Jump Street,2025-03-28,2025-03-28T09:15:00,2025-03-28T09:20:00,23
00311532,Fury Road,2025-03-28,2025-03-28T09:22:00,2025-03-28T09:28:00,17
00662113,Cloverfield Lane,2025-03-28,2025-03-28T09:41:00,2025-03-28T09:40:00,8
00113147,Bradshaw Street,2025-03-28,2025-03-28T10:03:00,2025-03-28T09:59:00,16
00261521,Elm Street,2025-03-28,2025-03-28T10:07:00,none,0
00113264,Ocean Avenue,2025-03-28,2025-03-28T10:12:00,2025-03-28T10:11:00,19
00115521,Jump Street,2025-03-28,2025-03-28T10:15:00,2025-03-28T10:19:00,19
00311532,Fury Road,2025-03-28,2025-03-28T10:22:00,2025-03-28T10:25:00,0
00662113,Cloverfield Lane,2025-03-28,2025-03-28T10:41:00,2025-03-28T10:39:00,13
00113147,Bradshaw Street,2025-03-28,2025-03-28T11:03:00,2025-03-28T11:03:00,13
00261521,Elm Street,2025-03-28,2025-03-28T11:07:00,2025-03-28T11:10:00,30
00113264,Ocean Avenue,2025-03-28,2025-03-28T11:12:00,2025-03-28T11:11:00,34
00115521,Jump Street,2025-03-28,2025-03-28T11:15:00,2025-03-28T11:19:00,10
00311532,Fury Road,2025-03-28,2025-03-28T11:22:00,2025-03-28T11:28:00,9
00662113,Cloverfield Lane,2025-03-28,2025-03-28T11:41:00,2025-03-28T11:39:00,8
00113147,Bradshaw Street,2025-03-28,2025-03-28T12:03:00,2025-03-28T11:56:00,18
00261521,Elm Street,2025-03-28,2025-03-28T12:07:00,2025-03-28T12:04:00,34
00113264,Ocean Avenue,2025-03-28,2025-03-28T12:12:00,2025-03-28T12:12:00,27
00115521,Jump Street,2025-03-28,2025-03-28T12:15:00,2025-03-28T12:18:00,21
00311532,Fury Road,2025-03-28,2025-03-28T12:22:00,2025-03-28T12:28:00,9
00662113,Cloverfield Lane,2025-03-28,2025-03-28T12:41:00,2025-03-28T12:39:00,4
00113147,Bradshaw Street,2025-03-28,2025-03-28T13:03:00,2025-03-28T12:57:00,18
00261521,Elm Street,2025-03-28,2025-03-28T13:07:00,2025-03-28T13:07:00,19
00113264,Ocean Avenue,2025-03-28,2025-03-28T13:12:00,2025-03-28T13:15:00,26
00115521,Jump Street,2025-03-28,2025-03-28T13:15:00,2025-03-28T13:15:00,12
00311532,Fury Road,2025-03-28,2025-03-28T13:22:00,2025-03-28T13:24:00,1
00662113,Cloverfield Lane,2025-03-28,2025-03-28T13:41:00,2025-03-28T13:42:00,5
00113147,Bradshaw Street,2025-03-28,2025-03-28T14:03:00,2025-03-28T14:00:00,12
00261521,Elm Street,2025-03-28,2025-03-28T14:07:00,2025-03-28T14:09:00,27
00113264,Ocean Avenue,2025-03-28,2025-03-28T14:12:00,2025-03-28T14:09:00,6
00115521,Jump Street,2025-03-28,2025-03-28T14:15:00,2025-03-28T14:14:00,17
00311532,Fury Road,2025-03-28,2025-03-28T14:22:00,2025-03-28T14:30:00,0
00662113,Cloverfield Lane,2025-03-28,2025-03-28T14:41:00,2025-03-28T14:40:00,6
00113147,Bradshaw Street,2025-03-28,2025-03-28T15:03:00,2025-03-28T14:59:00,10
00261521,Elm Street,2025-03-28,2025-03-28T15:07:00,2025-03-28T15:11:00,21
00113264,Ocean Avenue,2025-03-28,2025-03-28T15:12:00,2025-03-28T15:14:00,25
00115521,Jump Street,2025-03-28,2025-03-28T15:15:00,2025-03-28T15:21:00,31
00311532,Fury Road,2025-03-28,2025-03-28T15:22:00,2025-03-28T15:28:00,7
00662113,Cloverfield Lane,2025-03-28,2025-03-28T15:41:00,2025-03-28T15:40:00,6
00113147,Bradshaw Street,2025-03-28,2025-03-28T16:03:00,2025-03-28T15:57:00,6
00261521,Elm Street,2025-03-28,2025-03-28T16:07:00,2025-03-28T16:05:00,34
00113264,Ocean Avenue,2025-03-28,2025-03-28T16:12:00,2025-03-28T16:16:00,39
00115521,Jump Street,2025-03-28,2025-03-28T16:15:00,2025-03-28T16:20:00,38
00311532,Fury Road,2025-03-28,2025-03-28T16:22:00,2025-03-28T16:25:00,12
00662113,Cloverfield Lane,2025-03-28,2025-03-28T16:41:00,2025-03-28T16:40:00,6
00113147,Bradshaw Street,2025-03-28,2025-03-28T17:03:00,2025-03-28T17:00:00,16
00261521,Elm Street,2025-03-28,2025-03-28T17:07:00,2025-03-28T17:08:00,38
00113264,Ocean Avenue,2025-03-28,2025-03-28T17:12:00,2025-03-28T17:13:00,34
00115521,Jump Street,2025-03-28,2025-03-28T17:15:00,2025-03-28T17:17:00,38
00311532,Fury Road,2025-03-28,2025-03-28T17:22:00,2025-03-28T17:26:00,4
00662113,Cloverfield Lane,2025-03-28,2025-03-28T17:41:00,2025-03-28T17:38:00,11
00113147,Bradshaw Street,2025-03-28,2025-03-28T18:03:00,2025-03-28T17:59:00,10
00261521,Elm Street,2025-03-28,2025-03-28T18:07:00,2025-03-28T18:09:00,39
00113264,Ocean Avenue,2025-03-28,2025-03-28T18:12:00,2025-03-28T18:16:00,34
00115521,Jump Street,2025-03-28,2025-03-28T18:15:00,2025-03-28T18:19:00,43
00311532,Fury Road,2025-03-28,2025-03-28T18:22:00,2025-03-28T18:27:00,6
00662113,Cloverfield Lane,2025-03-28,2025-03-28T18:41:00,2025-03-28T18:37:00,4
00113147,Bradshaw Street,2025-03-28,2025-03-28T19:03:00,2025-03-28T18:59:00,18
00261521,Elm Street,2025-03-28,2025-03-28T19:07:00,2025-03-28T19:10:00,18
00113264,Ocean Avenue,2025-03-28,2025-03-28T19:12:00,2025-03-28T19:13:00,14
00115521,Jump Street,2025-03-28,2025-03-28T19:15:00,2025-03-28T19:17:00,8
00311532,Fury Road,2025-03-28,2025-03-28T19:22:00,2025-03-28T19:25:00,3
00662113,Cloverfield Lane,2025-03-28,2025-03-28T19:41:00,2025-03-28T19:39:00,5
00113147,Bradshaw Street,2025-03-28,2025-03-28T20:03:00,2025-03-28T19:57:00,9
00261521,Elm Street,2025-03-28,2025-03-28T20:07:00,2025-03-28T20:09:00,28
00113264,Ocean Avenue,2025-03-28,2025-03-28T20:12:00,2025-03-28T20:15:00,32
00115521,Jump Street,2025-03-28,2025-03-28T20:15:00,2025-03-28T20:18:00,19
00311532,Fury Road,2025-03-28,2025-03-28T20:22:00,2025-03-28T20:28:00,7
00662113,Cloverfield Lane,2025-03-28,2025-03-28T20:41:00,2025-03-28T20:40:00,7
00113147,Bradshaw Street,2025-03-28,2025-03-28T21:03:00,2025-03-28T20:57:00,14
00261521,Elm Street,2025-03-28,2025-03-28T21:07:00,2025-03-28T21:07:00,31
00113264,Ocean Avenue,2025-03-28,2025-03-28T21:12:00,2025-03-28T21:12:00,21
00115521,Jump Street,2025-03-28,2025-03-28T21:15:00,2025-03-28T21:24:00,14
00311532,Fury Road,2025-03-28,2025-03-28T21:22:00,2025-03-28T21:27:00,6
00662113,Cloverfield Lane,2025-03-28,2025-03-28T21:41:00,2025-03-28T21:43:00,7
00113147,Bradshaw Street,2025-03-29,2025-03-29T06:03:00,2025-03-29T05:58:00,14
00261521,Elm Street,2025-03-29,2025-03-29T06:07:00,2025-03-29T06:09:00,9
00113264,Ocean Avenue,2025-03-29,2025-03-29T06:12:00,2025-03-29T06:13:00,8
00115521,Jump Street,2025-03-29,2025-03-29T06:15:00,2025-03-29T06:17:00,22
00311532,Fury Road,2025-03-29,2025-03-29T06:22:00,2025-03-29T06:29:00,8
00662113,Cloverfield Lane,2025-03-29,2025-03-29T06:41:00,2025-03-29T06:38:00,0
00113147,Bradshaw Street,2025-03-29,2025-03-29T07:03:00,2025-03-29T07:01:00,19
00261521,Elm Street,2025-03-29,2025-03-29T07:07:00,2025-03-29T07:07:00,32
00113264,Ocean Avenue,2025-03-29,2025-03-29T07:12:00,2025-03-29T07:12:00,27
00115521,Jump Street,2025-03-29,2025-03-29T07:15:00,2025-03-29T07:21:00,18
00311532,Fury Road,2025-03-29,2025-03-29T07:22:00,2025-03-29T07:26:00,10
00662113,Cloverfield Lane,2025-03-29,2025-03-29T07:41:00,2025-03-29T07:39:00,3
00113147,Bradshaw Street,2025-03-29,2025-03-29T08:03:00,2025-03-29T07:59:00,14
00261521,Elm Street,2025-03-29,2025-03-29T08:07:00,2025-03-29T08:06:00,35
00113264,Ocean Avenue,2025-03-29,2025-03-29T08:12:00,2025-03-29T08:12:00,17
00115521,Jump Street,2025-03-29,2025-03-29T08:15:00,2025-03-29T08:24:00,11
00311532,Fury Road,2025-03-29,2025-03-29T08:22:00,2025-03-29T08:29:00,6
00662113,Cloverfield Lane,2025-03-29,2025-03-29T08:41:00,2025-03-29T08:38:00,3
00113147,Bradshaw Street,2025-03-29,2025-03-29T09:03:00,2025-03-29T08:58:00,22
00261521,Elm Street,2025-03-29,2025-03-29T09:07:00,2025-03-29T09:11:00,34
00113264,Ocean Avenue,2025-03-29,2025-03-29T09:12:00,2025-03-29T09:10:00,20
00115521,Jump Street,2025-03-29,2025-03-29T09:15:00,2025-03-29T09:21:00,12
00311532,Fury Road,2025-03-29,2025-03-29T09:22:00,2025-03-29T09:28:00,3
00662113,Cloverfield Lane,2025-03-29,2025-03-29T09:41:00,2025-03-29T09:38:00,6
00113147,Bradshaw Street,2025-03-29,2025-03-29T10:03:00,2025-03-29T09:57:00,11
00261521,Elm Street,2025-03-29,2025-03-29T10:07:00,2025-03-29T10:07:00,10
00113264,Ocean Avenue,2025-03-29,2025-03-29T10:12:00,2025-03-29T10:14:00,16
00115521,Jump Street,2025-03-29,2025-03-29T10:15:00,2025-03-29T10:19:00,2
00311532,Fury Road,2025-03-29,2025-03-29T10:22:00,2025-03-29T10:26:00,3
00662113,Cloverfield Lane,2025-03-29,2025-03-29T10:41:00,2025-03-29T10:37:00,1
00113147,Bradshaw Street,2025-03-29,2025-03-29T11:03:00,2025-03-29T11:01:00,0
00261521,Elm Street,2025-03-29,2025-03-29T11:07:00,none,0
00113264,Ocean Avenue,2025-03-29,2025-03-29T11:12:00,2025-03-29T11:10:00,23
00115521,Jump Street,2025-03-29,2025-03-29T11:15:00,2025-03-29T11:19:00,22
00311532,Fury Road,2025-03-29,2025-03-29T11:22:00,2025-03-29T11:24:00,12
00662113,Cloverfield Lane,2025-03-29,2025-03-29T11:41:00,2025-03-29T11:41:00,7
00113147,Bradshaw Street,2025-03-29,2025-03-29T12:03:00,2025-03-29T12:02:00,15
00261521,Elm Street,2025-03-29,2025-03-29T12:07:00,2025-03-29T12:07:00,8
00113264,Ocean Avenue,2025-03-29,2025-03-29T12:12:00,2025-03-29T12:13:00,6
00115521,Jump Street,2025-03-29,2025-03-29T12:15:00,2025-03-29T12:21:00,16
00311532,Fury Road,2025-03-29,2025-03-29T12:22:00,2025-03-29T12:26:00,7
00662113,Cloverfield Lane,2025-03-29,2025-03-29T12:41:00,2025-03-29T12:38:00,4
00113147,Bradshaw Street,2025-03-29,2025-03-29T13:03:00,none,0
00261521,Elm Street,2025-03-29,2025-03-29T13:07:00,2025-03-29T13:07:00,15
00113264,Ocean Avenue,2025-03-29,2025-03-29T13:12:00,2025-03-29T13:16:00,16
00115521,Jump Street,2025-03-29,2025-03-29T13:15:00,2025-03-29T13:19:00,9
00311532,Fury Road,2025-03-29,2025-03-29T13:22:00,2025-03-29T13:27:00,2
00662113,Cloverfield Lane,2025-03-29,2025-03-29T13:41:00,2025-03-29T13:37:00,9
00113147,Bradshaw Street,2025-03-29,2025-03-29T14:03:00,2025-03-29T14:00:00,8
00261521,Elm Street,2025-03-29,2025-03-29T14:07:00,2025-03-29T14:07:00,22
00113264,Ocean Avenue,2025-03-29,2025-03-29T14:12:00,2025-03-29T14:12:00,20
00115521,Jump Street,2025-03-29,2025-03-29T14:15:00,2025-03-29T14:14:00,1
00311532,Fury Road,2025-03-29,2025-03-29T14:22:00,2025-03-29T14:23:00,1
00662113,Cloverfield Lane,2025-03-29,2025-03-29T14:41:00,2025-03-29T14:42:00,4
00113147,Bradshaw Street,2025-03-29,2025-03-29T15:03:00,2025-03-29T15:00:00,14
00261521,Elm Street,2025-03-29,2025-03-29T15:07:00,2025-03-29T15:08:00,25
00113264,Ocean Avenue,2025-03-29,2025-03-29T15:12:00,2025-03-29T15:11:00,17
00115521,Jump Street,2025-03-29,2025-03-29T15:15:00,2025-03-29T15:19:00,0
00311532,Fury Road,2025-03-29,2025-03-29T15:22:00,2025-03-29T15:27:00,1
00662113,Cloverfield Lane,2025-03-29,2025-03-29T15:41:00,2025-03-29T15:39:00,3
00113147,Bradshaw Street,2025-03-29,2025-03-29T16:03:00,2025-03-29T15:59:00,8
00261521,Elm Street,2025-03-29,2025-03-29T16:07:00,2025-03-29T16:07:00,32
00113264,Ocean Avenue,2025-03-29,2025-03-29T16:12:00,2025-03-29T16:11:00,15
00115521,Jump Street,2025-03-29,2025-03-29T16:15:00,2025-03-29T16:16:00,17
00311532,Fury Road,2025-03-29,2025-03-29T16:22:00,2025-03-29T16:28:00,8
00662113,Cloverfield Lane,2025-03-29,2025-03-29T16:41:00,2025-03-29T16:41:00,2
00113147,Bradshaw Street,2025-03-29,2025-03-29T17:03:00,2025-03-29T17:01:00,18
00261521,Elm Street,2025-03-29,2025-03-29T17:07:00,2025-03-29T17:07:00,36
00113264,Ocean Avenue,2025-03-29,2025-03-29T17:12:00,2025-03-29T17:15:00,17
00115521,Jump Street,2025-03-29,2025-03-29T17:15:00,2025-03-29T17:20:00,21
00311532,Fury Road,2025-03-29,2025-03-29T17:22:00,2025-03-29T17:22:00,5
00662113,Cloverfield Lane,2025-03-29,2025-03-29T17:41:00,2025-03-29T17:40:00,0
00113147,Bradshaw Street,2025-03-29,2025-03-29T18:03:00,2025-03-29T18:00:00,10
00261521,Elm Street,2025-03-29,2025-03-29T18:07:00,none,0
00113264,Ocean Avenue,2025-03-29,2025-03-29T18:12:00,2025-03-29T18:14:00,3
00115521,Jump Street,2025-03-29,2025-03-29T18:15:00,2025-03-29T18:16:00,21
00311532,Fury Road,2025-03-29,2025-03-29T18:22:00,2025-03-29T18:27:00,15
00662113,Cloverfield Lane,2025-03-29,2025-03-29T18:41:00,2025-03-29T18:38:00,3
00113147,Bradshaw Street,2025-03-29,2025-03-29T19:03:00,2025-03-29T18:59:00,14
00261521,Elm Street,2025-03-29,2025-03-29T19:07:00,2025-03-29T19:09:00,0
00113264,Ocean Avenue,2025-03-29,2025-03-29T19:12:00,2025-03-29T19:14:00,28
00115521,Jump Street,2025-03-29,2025-03-29T19:15:00,2025-03-29T19:21:00,0
00311532,Fury Road,2025-03-29,2025-03-29T19:22:00,2025-03-29T19:27:00,4
00662113,Cloverfield Lane,2025-03-29,2025-03-29T19:41:00,2025-03-29T19:40:00,7
00113147,Bradshaw Street,2025-03-29,2025-03-29T20:03:00,2025-03-29T19:59:00,5
00261521,Elm Street,2025-03-29,2025-03-29T20:07:00,2025-03-29T20:09:00,14
00113264,Ocean Avenue,2025-03-29,2025-03-29T20:12:00,2025-03-29T20:13:00,9
00115521,Jump Street,2025-03-29,2025-03-29T20:15:00,2025-03-29T20:22:00,3
